# Original catalog: COSMOS2015_Laigle+_v1.1.fits.gz
# 
# Selected: 0 < ip (after correction) < 25.0,
#           ip_FLAGS < 4,
#           TYPE == 0,
#           PHOTOZ > 0,
#           CLASS == 0
# 
# Observe with: Single fibers
# 
# Date: 20 Jul 2021
# 
#  NUMBER  ALPHA_J2000  DELTA_J2000 PHOTOZ  MASS    SFR       u   u_err       B   B_err       V   V_err       r   r_err       i   i_err       z   z_err
   334517 149.51023289  1.795625949   1.19 11.51   0.60   24.56    0.14   24.19    0.06   23.85    0.07   23.35    0.04   22.41    0.02   21.43    0.01
   334736 150.37283533  1.794988079   0.32 10.10 -10.67   23.88    0.05   22.86    0.03   21.56    0.02   20.98    0.01   20.45    0.01   20.11    0.00
   334836 149.45502292  1.796945478   0.35  8.60  -4.73   26.76   -1.00   25.64    0.13   24.48    0.08   23.93    0.05   23.42    0.04   23.22    0.05
   334927 149.57097339  1.798010447   0.64  9.60  -1.14   26.81   -1.00   27.05    0.37   25.70    0.18   25.08    0.11   24.18    0.07   23.75    0.07
   334949 149.97684929  1.797488473   0.82  9.82  -1.31   27.09   -1.00   26.34    0.24   25.43    0.21   24.68    0.12   23.61    0.04   23.05    0.04
   334959 149.66760462  1.794914823   0.65 10.13  -6.31   26.94   -1.00   25.47    0.11   24.05    0.06   23.13    0.03   22.07    0.02   21.62    0.01
   335028 149.50324623  1.794922992   0.65 11.13   0.22   23.75    0.06   23.14    0.03   22.03    0.02   21.39    0.01   20.36    0.01   19.94    0.00
   335055 149.88619232  1.797073112   0.62 10.09  -6.36   26.98   -1.00   25.28    0.10   23.96    0.06   23.03    0.03   22.10    0.02   21.71    0.01
   335211 150.13692021  1.797810805   1.60 11.01  -0.55   27.36   -1.00   26.82    0.30   25.84    0.20   25.42    0.13   24.33    0.06   23.35    0.05
   335339 149.42606782  1.797064917   0.47 10.15  -3.14   25.69    0.28   24.45    0.06   23.30    0.04   22.34    0.02   21.59    0.01   21.18    0.01
   335380 149.80388404  1.795469176   0.64 11.04  -0.96   24.15    0.07   23.29    0.04   21.93    0.02   21.08    0.01   20.02    0.01   19.56    0.00
   335471 149.82136652  1.797881904   0.06  7.69  -3.41   24.89    0.13   24.10    0.05   23.35    0.04   22.98    0.03   22.64    0.02   22.44    0.02
   335489 150.11203140  1.798541763   0.84 10.03  -1.97   27.35   -1.00   26.59    0.26   25.37    0.14   24.70    0.08   23.56    0.04   22.95    0.03
   335523 149.41921813  1.803589116   0.55 11.18  -0.37   25.04    0.21   23.48    0.04   22.17    0.03   21.16    0.01   20.25    0.01   19.76    0.00
   335537 150.42322298  1.797770108   0.92 10.43  -0.71   25.97    0.30   25.60    0.14   24.57    0.08   23.84    0.05   22.59    0.02   21.83    0.01
   335672 150.21923609  1.798731403   0.52  9.42  -2.14   27.17   -1.00   26.05    0.17   24.83    0.10   23.97    0.05   23.20    0.03   22.82    0.03
   335823 149.62683985  1.798691848   1.40 10.73  -0.84   26.83   -1.00   26.60    0.28   26.26    0.30   25.70    0.21   24.25    0.09   23.32    0.05
   335836 149.64447094  1.795837458   0.68 10.56  -2.72   26.12    0.41   25.31    0.11   23.77    0.05   22.87    0.03   21.76    0.01   21.26    0.01
   335988 149.73546844  1.797228807   0.56 10.60  -0.31   24.97    0.15   24.11    0.05   23.09    0.04   22.19    0.02   21.37    0.01   20.96    0.01
   336005 150.17175178  1.796420429   0.34 10.19 -10.58   23.88    0.04   22.85    0.03   21.64    0.02   20.97    0.01   20.44    0.01   20.11    0.00
   336022 150.07619248  1.799138179   1.40 10.62  -0.23   26.52    0.38   25.61    0.12   25.13    0.12   24.63    0.07   23.89    0.04   23.05    0.04
   336095 150.31349995  1.800078984   0.05  6.38  -5.82   25.90    0.26   25.20    0.10   24.62    0.08   24.38    0.06   24.16    0.05   24.04    0.08
   336125 150.43876619  1.797354491   0.51 10.57  -0.16   24.10    0.06   23.45    0.04   22.51    0.03   21.75    0.02   21.07    0.01   20.65    0.00
   336154 149.57041024  1.796206771   0.67 11.18 -20.43   25.45    0.28   24.33    0.06   22.72    0.03   21.79    0.02   20.64    0.01   20.13    0.00
   336287 150.18446405  1.798929169   0.85 10.41  -0.44   24.95    0.10   24.70    0.07   23.80    0.05   23.17    0.03   22.00    0.02   21.43    0.01
   336510 149.72666670  1.796698691   0.69 11.07  -0.48   25.09    0.18   24.48    0.07   22.99    0.04   22.13    0.02   20.99    0.01   20.49    0.00
   336625 149.46123279  1.800914212   0.35  8.28  -2.57   26.88   -1.00   26.45    0.23   25.65    0.18   24.93    0.10   24.60    0.10   24.40    0.12
   336642 149.85627821  1.799329679   0.89 10.48  -2.09   27.04   -1.00   26.56    0.26   25.13    0.12   24.24    0.06   23.00    0.03   22.20    0.02
   336648 150.24055987  1.797523909   0.89 11.03  -2.26   26.45    0.52   25.56    0.14   24.04    0.07   23.05    0.03   21.85    0.01   20.98    0.01
   336649 149.98139064  1.799662489   1.09 10.29  -1.70   27.23   -1.00   27.09    0.37   25.94    0.21   25.36    0.12   24.30    0.06   23.24    0.04
   336719 149.43588805  1.799951096   0.02  6.92  -3.99   24.40    0.09   23.73    0.04   23.12    0.04   22.79    0.03   22.35    0.02   22.19    0.02
   336746 149.67147049  1.801259105   0.06  6.77  -4.33   27.06   -1.00   26.54    0.23   25.82    0.19   25.25    0.11   24.90    0.12   24.62    0.14
   336767 150.24211401  1.799951564   0.87 10.86  -0.47   26.45    0.41   26.23    0.20   24.87    0.10   23.96    0.05   22.81    0.02   21.96    0.01
   336896 150.44624476  1.801288880   0.23  7.54  -4.66   27.09   -1.00   26.50    0.26   25.60    0.17   25.37    0.13   24.93    0.12   24.95    0.19
   336995 150.20661922  1.801073265   0.17  7.72  -2.86   26.25    0.36   25.34    0.11   24.59    0.09   24.25    0.06   23.96    0.05   23.82    0.08
   337017 149.69161925  1.800342008   1.27 10.45  -0.68   26.13    0.36   26.06    0.19   25.62    0.19   25.45    0.16   24.12    0.08   23.31    0.05
   337088 149.44215183  1.798570853   0.46 10.66  -1.10   25.58    0.28   24.09    0.05   22.80    0.03   21.80    0.02   21.02    0.01   20.59    0.00
   337105 149.83392933  1.800394279   0.90 10.27  -0.63   26.96   -1.00   26.87    0.31   26.43    0.31   25.41    0.14   24.22    0.06   23.37    0.05
   337227 149.79813630  1.801079040   0.67 11.48  -0.28   24.31    0.10   23.34    0.04   21.92    0.02   21.04    0.01   19.93    0.01   19.44    0.00
   337361 150.32953164  1.801928989   0.96 10.28  -0.84   27.10   -1.00   27.70   -1.00   26.70    0.37   25.73    0.15   24.49    0.07   23.58    0.05
   337518 150.04529360  1.800125599   0.67 10.33 -10.44   26.37    0.39   25.53    0.13   24.14    0.07   23.23    0.04   22.19    0.02   21.68    0.01
   337759 149.44247531  1.799747023   0.46  9.88  -7.86   25.71    0.32   24.42    0.06   23.23    0.04   22.43    0.02   21.78    0.01   21.42    0.01
   337853 150.38197819  1.799525088   0.45 11.07  -0.48   23.47    0.04   22.28    0.02   21.10    0.01   20.24    0.01   19.61    0.00   19.21    0.00
   338046 149.89943345  1.802255201   1.00 10.51 -12.43   27.06   -1.00   27.22    0.43   26.10    0.25   24.94    0.10   23.82    0.04   22.90    0.03
   338092 150.19532170  1.802765918   1.10 10.37 -12.57   27.38   -1.00   27.70   -1.00   26.82    0.44   26.08    0.24   24.83    0.09   23.52    0.05
   338135 149.75340785  1.802758484   0.58  9.30  -1.83   27.01   -1.00   26.25    0.20   25.31    0.14   24.43    0.07   23.59    0.04   23.23    0.04
   338220 150.32357187  1.802780821   0.72 10.31  -0.60   25.40    0.13   24.99    0.08   24.22    0.06   23.50    0.04   22.48    0.02   22.05    0.01
   338452 150.18738287  1.801801716   0.51  9.99  -0.27   25.59    0.17   24.76    0.07   23.81    0.05   22.96    0.03   22.32    0.02   21.87    0.01
   338469 149.72064557  1.803610891   0.63  9.08  -3.65   26.76    0.61   26.58    0.29   25.63    0.18   24.66    0.08   23.83    0.06   23.54    0.06
   338535 149.93823611  1.803689236   1.62 10.57   1.85   27.08   -1.00   26.84    0.34   26.03    0.23   26.01    0.26   24.98    0.11   24.23    0.10
   338551 149.63869530  1.801831521   1.56 11.47 -11.48   26.41    0.55   26.07    0.20   25.28    0.15   24.94    0.10   24.00    0.07   23.05    0.04
   338634 150.32325756  1.802518124   0.68 10.45  -0.45   25.72    0.24   25.15    0.10   24.23    0.07   23.46    0.04   22.33    0.02   21.88    0.01
   338684 149.96590207  1.804132840   0.11  7.25  -5.48   26.20    0.33   25.39    0.11   24.58    0.08   24.33    0.07   23.99    0.05   23.88    0.07
   338716 149.96187949  1.802211763   0.68 10.62  -0.93   25.95    0.28   25.25    0.10   23.99    0.06   23.13    0.03   22.04    0.01   21.54    0.01
   338812 149.41354933  1.801058506   1.44 11.01   0.53   26.22   -1.00   25.81    0.25   25.78    0.35   25.39    0.26   24.56    0.18   23.92    0.16
   338911 149.58348019  1.803894424   1.22 10.81  -3.92   26.80   -1.00   27.48   -1.00   27.09   -1.00   26.19    0.40   24.34    0.11   23.28    0.04
   339008 149.53042602  1.803792440   0.57 10.08  -1.49   25.68    0.28   24.59    0.07   23.56    0.05   22.64    0.03   21.80    0.02   21.43    0.01
   339030 150.23975185  1.803816817   0.88 10.31  -1.69   27.17   -1.00   26.52    0.26   25.22    0.13   24.29    0.07   23.13    0.03   22.36    0.02
   339069 149.81646840  1.804701455   0.38  8.24  -3.96   26.67    0.58   26.33    0.22   25.52    0.16   24.82    0.10   24.45    0.09   24.24    0.11
   339320 149.57054754  1.800928956   0.53 11.01  -0.28   24.34    0.11   23.43    0.04   22.23    0.03   21.28    0.01   20.40    0.01   19.96    0.00
   339360 149.86705884  1.801699494   0.44 10.89  -0.88   24.51    0.09   23.53    0.04   22.31    0.03   21.32    0.01   20.52    0.01   20.03    0.00
   339365 150.24693204  1.804872816   0.83 10.20  -0.70   27.17   -1.00   26.68    0.29   25.96    0.22   25.13    0.12   23.91    0.05   23.21    0.04
   339379 149.51750341  1.804025468   1.50 10.98  -0.58   26.72   -1.00   26.11    0.20   25.38    0.16   25.14    0.14   23.86    0.06   23.05    0.04
   339410 150.38601758  1.803991276   1.26 10.60  -0.25   25.55    0.20   25.14    0.10   24.90    0.10   24.33    0.06   23.54    0.04   22.48    0.02
   339464 150.06217941  1.801495581   0.73 10.97  -0.37   25.66    0.22   25.05    0.12   23.76    0.06   22.99    0.04   21.78    0.02   21.21    0.01
   339502 149.98732282  1.802665135   0.33 10.34 -16.94   24.05    0.05   22.90    0.03   21.65    0.02   20.95    0.01   20.40    0.01   20.02    0.00
   339877 150.43677916  1.803468854   0.86 11.08   0.18   24.08    0.07   23.87    0.05   23.14    0.04   22.56    0.03   21.45    0.01   20.75    0.01
   339892 150.47301245  1.804060685   0.69 10.49  -0.64   24.50    0.08   24.09    0.05   23.04    0.03   22.27    0.02   21.25    0.01   20.80    0.01
   339986 150.26799568  1.805943551   0.99 10.00  -1.56   27.17   -1.00   26.84    0.33   26.24    0.28   25.30    0.12   24.27    0.06   23.45    0.05
   339989 150.49886122  1.805574612   0.15  8.15  -3.52   26.61    0.59   25.65    0.15   24.62    0.09   24.23    0.06   23.82    0.05   23.62    0.06
   340266 149.82752341  1.803450749   0.79 10.58  -1.99   26.60    0.64   25.61    0.13   24.17    0.07   23.32    0.04   22.11    0.02   21.55    0.01
   340282 150.38666274  1.805703459   1.30 10.95   0.48   26.35    0.45   25.98    0.18   25.73    0.18   25.20    0.12   24.13    0.06   23.17    0.04
   340297 149.97336053  1.806637787   0.11  7.30  -3.43   26.56    0.50   26.43    0.26   25.43    0.16   25.11    0.13   24.67    0.09   24.60    0.16
   340468 150.40337932  1.804529174   0.83 10.60  -0.52   25.95    0.31   25.30    0.11   24.49    0.08   23.79    0.05   22.68    0.02   21.99    0.01
   340519 150.40743015  1.803195378   0.81 11.23   0.11   24.83    0.12   24.33    0.07   23.36    0.04   22.55    0.02   21.42    0.01   20.67    0.00
   340573 150.38567328  1.805273575   1.32 10.81   0.33   25.35    0.21   25.25    0.12   25.02    0.12   24.68    0.09   24.03    0.06   23.19    0.04
   340576 149.80529545  1.805737655   0.90 10.47  -0.00   25.59    0.24   25.33    0.11   24.86    0.12   24.11    0.06   23.16    0.04   22.48    0.02
   340616 150.21035075  1.806863600   0.86  9.95  -0.60   27.25   -1.00   27.14    0.43   25.96    0.22   25.68    0.19   24.18    0.06   23.65    0.06
   340650 149.60397892  1.806680353   1.40 10.81  -1.18   26.77   -1.00   27.45    0.54   26.95    0.52   25.62    0.18   24.30    0.08   23.34    0.05
   340686 150.16917887  1.805316286   1.29 10.81  -0.33   25.82    0.23   25.43    0.13   25.27    0.15   24.13    0.08   23.21    0.03   22.29    0.02
   340704 149.93269196  1.806704946   1.34 10.71  -1.29   26.79    0.63   27.19    0.46   26.50    0.35   25.29    0.15   24.34    0.07   23.40    0.05
   340769 150.48451523  1.806374982   0.21  8.41  -6.35   25.50    0.20   24.71    0.08   23.67    0.05   23.31    0.04   22.89    0.03   22.70    0.03
   340785 150.21671202  1.805384874   0.53 10.25  -2.32   25.65    0.20   24.47    0.06   23.27    0.04   22.34    0.02   21.54    0.01   21.12    0.01
   340868 149.64972445  1.805997241   0.98 10.79  -1.20   26.40    0.52   25.83    0.16   24.60    0.09   23.63    0.05   22.51    0.02   21.62    0.01
   340905 149.80643044  1.804772853   0.67 10.48 -12.46   26.73    0.69   25.64    0.15   23.95    0.06   23.06    0.03   21.95    0.02   21.48    0.01
   340972 150.17185216  1.804812579   1.14 10.86  -9.92   27.11   -1.00   27.33    0.64   25.84    0.24   24.73    0.11   23.50    0.04   22.40    0.03
   341050 149.75932026  1.807178680   0.89 10.05  -1.94   26.94   -1.00   27.39    0.51   25.77    0.21   24.90    0.10   23.76    0.05   23.07    0.04
   341059 150.40619185  1.807930139   0.76  9.75   0.39   26.02    0.25   25.85    0.14   25.21    0.12   24.43    0.06   23.51    0.04   23.08    0.03
   341121 150.21465636  1.804245622   0.52 10.41  -2.16   25.53    0.18   24.17    0.05   22.86    0.03   21.91    0.02   21.10    0.01   20.66    0.00
   341192 149.86395978  1.808377040   1.11  9.91  -0.67   26.12    0.21   26.13    0.14   25.49    0.12   25.02    0.08   24.39    0.05   23.57    0.04
   341250 149.78581465  1.807688334   1.25 10.56  -1.43   26.99   -1.00   27.00    0.35   26.52    0.35   25.40    0.14   24.25    0.07   23.28    0.05
   341314 149.88899201  1.808739562   1.16 11.10  -0.03   24.81    0.21   24.26    0.08   23.84    0.09   22.96    0.04   22.09    0.02   21.06    0.01
   341319 149.72112525  1.807680105   0.24  8.38  -3.67   25.49   -1.00   25.87    0.53   25.71   -1.00   24.88    0.31   24.43    0.35   24.57    0.59
   341349 149.45791753  1.805061493   0.97 10.50  -1.06   26.62   -1.00   26.11    0.23   25.04    0.15   23.98    0.07   22.90    0.04   22.06    0.02
   341501 149.58065549  1.806342565   0.68 10.56  -0.99   26.54    0.69   25.72    0.14   24.23    0.07   23.36    0.04   22.20    0.02   21.73    0.01
   341502 150.17293983  1.805737603   1.14 11.20  -0.36   25.77    0.20   24.90    0.09   24.17    0.07   23.12    0.03   22.05    0.02   20.95    0.01
   341664 150.14704984  1.808336788   0.95 10.63  -0.49   26.84    0.50   26.39    0.22   25.64    0.17   24.72    0.08   23.61    0.04   22.69    0.03
   341743 150.42667516  1.807609123   0.73 10.43 -12.51   26.96   -1.00   25.98    0.19   24.38    0.08   23.58    0.04   22.41    0.02   21.82    0.01
   341798 150.20222280  1.808704307   0.47  9.67  -1.25   26.92    0.58   25.28    0.10   24.45    0.08   23.69    0.04   22.97    0.03   22.63    0.03
   341922 150.24838688  1.809282836   1.63 10.33  -0.25   26.30    0.43   26.21    0.22   26.14    0.30   25.68    0.18   24.98    0.12   24.35    0.14
   342039 150.40754344  1.806729826   1.22 11.04  -0.95   27.00   -1.00   26.41    0.27   25.39    0.16   24.28    0.06   23.00    0.03   21.94    0.01
   342235 150.19689393  1.809580083   0.10  7.86  -4.58   26.50    0.36   25.87    0.15   24.91    0.10   24.38    0.06   23.87    0.04   23.58    0.06
   342276 149.98374277  1.806739075   0.48 10.88  -1.31   24.85    0.10   23.56    0.04   22.26    0.02   21.29    0.01   20.52    0.01   20.08    0.00
   342285 149.91222312  1.807891685   0.70 10.45  -2.12   26.14    0.39   25.35    0.11   23.90    0.06   23.03    0.03   21.98    0.02   21.50    0.01
   342301 150.39413933  1.809749034   1.20 10.49 -12.45   27.05   -1.00   27.67   -1.00   27.44   -1.00   26.50    0.30   24.80    0.10   23.75    0.06
   342428 150.28693051  1.809877224   1.74 10.81  -0.05   26.35    0.41   26.00    0.16   25.50    0.15   25.04    0.10   24.56    0.08   23.81    0.07
   342448 149.47104604  1.813962349   1.42 11.28   0.71   23.53    0.13   23.30    0.07   23.31    0.09   22.72    0.05   22.14    0.04   21.20    0.02
   342528 150.18601347  1.808407592   1.17 10.88  -0.02   26.10    0.27   25.81    0.15   25.48    0.16   24.56    0.07   23.75    0.04   22.87    0.04
   342566 149.62660782  1.809243823   0.65 10.07   0.10   25.29    0.19   24.70    0.07   24.02    0.06   23.47    0.04   22.67    0.03   22.37    0.02
   342591 150.36395736  1.809965346   0.96  9.74  -1.40   26.87   -1.00   27.42   -1.00   26.35    0.35   25.44    0.14   24.52    0.09   23.83    0.08
   342695 150.38254014  1.810126636   0.84 10.23  -3.05   27.05   -1.00   27.00    0.40   25.61    0.16   24.67    0.07   23.54    0.04   22.79    0.02
   342745 149.67636568  1.810812643   0.31  7.90  -4.30   27.06   -1.00   26.96    0.33   25.75    0.19   25.21    0.12   24.71    0.12   24.72    0.16
   342750 150.17052326  1.809650527   0.67 10.06  -0.86   27.29   -1.00   26.49    0.27   25.33    0.14   24.34    0.07   23.30    0.03   22.88    0.03
   342809 149.71314619  1.807052421   0.68 10.99  -2.30   25.44    0.23   24.35    0.06   22.73    0.03   21.87    0.02   20.70    0.01   20.20    0.00
   342846 149.60156059  1.810541033   1.16 10.29  -0.61   26.79   -1.00   27.02    0.38   26.60    0.40   25.77    0.17   24.75    0.12   23.96    0.09
   342857 149.97812458  1.809487662   0.83 10.45  -0.02   25.49    0.19   25.16    0.10   24.50    0.08   23.90    0.05   22.83    0.02   22.29    0.02
   342968 150.13520822  1.808644656   1.54 11.14  -0.42   26.15    0.27   25.81    0.14   25.37    0.14   24.84    0.09   23.66    0.04   22.78    0.03
   342971 149.86399390  1.807047195   0.52 10.73  -0.39   25.40    0.19   24.12    0.05   22.83    0.03   21.83    0.02   21.06    0.01   20.63    0.00
   342989 150.13215365  1.806817007   0.34 10.36 -12.58   23.72    0.03   22.63    0.03   21.39    0.02   20.70    0.01   20.15    0.01   19.79    0.00
